Benchmark Start Time,Provider Name,Provider VM Id,VM Role,Time,Value
2015-05-05 08:04:02,aws,i-d33b3f34,default,1430813072,29.3012
2015-05-06 04:03:13,aws,i-4a6660ad,default,1430885023,28.9534
2015-05-03 18:03:47,aws,i-05cef5e2,default,1430676256,28.1942
2015-05-03 22:03:24,aws,i-618db686,default,1430690633,28.4556
2015-05-05 18:02:59,aws,i-c3232424,default,1430849009,29.6763
2015-05-05 12:04:42,aws,i-e49b9f03,default,1430827513,29.9905
2015-05-05 20:03:09,aws,i-06cec9e1,default,1430856218,28.4374
2015-05-04 00:03:21,aws,i-a26e5445,default,1430697830,28.8396
2015-05-04 02:03:08,aws,i-924d7775,default,1430705015,26.3538
2015-05-04 18:03:47,aws,i-d932373e,default,1430762656,28.6141
2015-05-04 08:03:34,aws,i-6dcaf08a,default,1430726645,29.8565
2015-05-04 20:03:06,aws,i-74d9dc93,default,1430769814,28.3472
2015-05-05 04:03:39,aws,i-73616594,default,1430798648,28.8138
2015-05-05 14:04:04,aws,i-c14a4d26,default,1430834674,29.5977
2015-05-03 17:17:28,aws,i-9dd1ea7a,default,1430673477,29.1242
2015-05-03 20:03:19,aws,i-51ae95b6,default,1430683428,28.0479
2015-05-04 10:03:40,aws,i-d9a19b3e,default,1430733849,28.574
2015-05-04 04:03:23,aws,i-8823196f,default,1430712232,28.2463
2015-05-04 06:03:06,aws,i-8df9c36a,default,1430719415,28.5684
2015-05-05 06:03:33,aws,i-2c1612cb,default,1430805840,27.1219
2015-05-05 10:03:13,aws,i-c8e9ed2f,default,1430820222,28.9831
2015-05-04 12:03:34,aws,i-f1444116,default,1430741043,28.7205
2015-05-04 14:03:25,aws,i-88686d6f,default,1430748234,28.3676
2015-05-04 16:03:25,aws,i-db16133c,default,1430755434,28.6276
2015-05-04 22:03:03,aws,i-68f9fc8f,default,1430777012,28.4868
2015-05-06 02:03:25,aws,i-92bcbb75,default,1430877835,29.0077
2015-05-06 06:13:57,aws,i-070b0de0,default,1430892867,29.2617
2015-05-05 00:03:09,aws,i-329b9ed5,default,1430784218,28.5178
2015-05-05 02:03:05,aws,i-b2474355,default,1430791415,29.3171
2015-05-06 10:57:02,aws,i-438086a4,default,1430909851,28.41
2015-05-06 16:03:06,aws,i-e70f0e00,default,1430928214,27.9832
2015-05-06 18:03:10,aws,i-f73b3a10,default,1430935419,28.483
2015-05-06 20:02:59,aws,i-e4e5e403,default,1430942608,28.7641
2015-05-07 00:03:03,aws,i-12adacf5,default,1430957012,28.6622
2015-05-07 08:03:16,aws,i-76d0d091,default,1430985824,28.3866
2015-05-07 14:03:11,aws,i-60616287,default,1431007420,28.9945
2015-05-07 16:03:09,aws,i-7c1a199b,default,1431014618,28.8035
2015-05-08 08:02:57,aws,i-68d1d38f,default,1431072204,26.9287
2015-05-07 18:03:03,aws,i-ebc6c50c,default,1431021812,28.5501
2015-05-07 02:02:50,aws,i-83505064,default,1430964200,29.6634
2015-05-07 10:03:10,aws,i-ef838308,default,1430993018,28.0396
2015-05-07 12:03:14,aws,i-62b2b285,default,1431000223,28.1553
2015-05-07 20:03:05,aws,i-07e9eae0,default,1431029014,28.2351
2015-05-08 02:03:34,aws,i-73575594,default,1431050644,29.3803
2015-05-08 06:02:58,aws,i-e2222005,default,1431065008,29.5793
2015-05-08 09:08:36,aws,i-0deeecea,default,1431076144,27.3514
2015-05-07 22:02:55,aws,i-158e8df2,default,1431036205,29.575
2015-05-08 00:03:10,aws,i-63b2b184,default,1431043418,28.5429
2015-05-08 09:10:55,aws,i-b5edef52,default,1431076286,30.2441
2015-05-08 04:02:58,aws,i-b77b7950,default,1431057807,28.8146
