Benchmark Start Time,Provider Name,Provider VM Id,VM Role,Time,Value
2015-05-05 16:03:10,aws,i-57797eb0,default,1430846549,291.9538
2015-05-06 02:05:57,aws,i-a1bcbb46,default,1430882541,227.9177
2015-05-06 04:02:55,aws,i-e866600f,default,1430889682,297.4933
2015-05-05 10:48:39,aws,i-73f9fd94,default,1430827380,295.8996
2015-05-05 20:05:35,aws,i-5acec9bd,default,1430860900,296.9567
2015-05-05 18:05:53,aws,i-082324ef,default,1430853830,250.8225
2015-05-06 00:03:27,aws,i-63929584,default,1430875268,291.9926
2015-05-05 14:04:56,aws,i-7b4b4c9c,default,1430839160,298.593
2015-05-05 22:03:02,aws,i-75eaed92,default,1430868143,291.7826
2015-05-06 06:21:04,aws,i-b6090f51,default,1430897868,290.0937
2015-05-06 12:03:18,aws,i-cba0a62c,default,1430918396,296.6695
2015-05-06 14:36:19,aws,i-095a5bee,default,1430927652,292.904
2015-05-06 16:03:08,aws,i-460f0ea1,default,1430932769,295.3503
2015-05-06 18:03:33,aws,i-db3b3a3c,default,1430939935,237.4616
2015-05-06 20:03:05,aws,i-aae2e34d,default,1430947262,288.4044
2015-05-06 22:03:03,aws,i-da8a8b3d,default,1430954319,290.5655
2015-05-07 06:02:59,aws,i-fc1e1e1b,default,1430983084,289.0749
2015-05-07 02:02:49,aws,i-465151a1,default,1430968789,287.729
2015-05-07 04:02:59,aws,i-a0727247,default,1430975854,289.1478
2015-05-07 12:03:13,aws,i-24b2b2c3,default,1431004811,292.3521
2015-05-07 14:03:12,aws,i-116162f6,default,1431011888,292.5806
2015-05-07 16:05:44,aws,i-a3181b44,default,1431019398,251.682
2015-05-07 10:05:49,aws,i-198181fe,default,1430997664,280.5133
2015-05-09 12:02:52,aws,i-0dd2deea,default,1431177584,287.9761
2015-05-09 18:03:00,aws,i-b6b1bd51,default,1431199225,233.5368
2015-05-09 20:03:07,aws,i-2a5659cd,default,1431206463,288.6965
2015-05-10 12:02:56,aws,i-ab5d534c,default,1431263827,293.8614
2015-05-10 16:03:03,aws,i-bc1d135b,default,1431278357,293.9936
2015-05-07 00:03:09,aws,i-17adacf0,default,1430961736,288.6014
2015-05-07 08:03:25,aws,i-4fcfcfa8,default,1430990417,294.3722
2015-05-09 08:03:00,aws,i-d2131f35,default,1431163356,296.2573
2015-05-09 10:03:11,aws,i-d5323e32,default,1431170403,291.8352
2015-05-10 02:03:02,aws,i-97373870,default,1431227886,290.6178
2015-05-08 16:03:11,aws,i-02070ae5,default,1431105564,290.5884
2015-05-10 00:02:49,aws,i-581c13bf,default,1431220744,290.6762
2015-05-08 12:03:09,aws,i-23adafc4,default,1431091091,290.7335
2015-05-08 22:02:56,aws,i-64f7fa83,default,1431127230,293.6997
2015-05-09 04:03:16,aws,i-54575bb3,default,1431148737,295.4733
2015-05-08 10:03:02,aws,i-73868494,default,1431084019,297.4963
2015-05-08 18:03:01,aws,i-943c3173,default,1431112829,291.7359
2015-05-09 00:02:50,aws,i-249499c3,default,1431134415,295.6009
2015-05-09 02:03:02,aws,i-efb7ba08,default,1431141482,294.0326
2015-05-10 06:03:03,aws,i-60f7f887,default,1431242444,286.4743
2015-05-10 08:03:08,aws,i-469699a1,default,1431249662,287.1842
2015-05-10 10:24:00,aws,i-22b3bcc5,default,1431258000,290.6522
2015-05-08 14:03:20,aws,i-ea525f0d,default,1431098396,291.221
2015-05-08 20:03:02,aws,i-40dbd6a7,default,1431119992,291.2949
2015-05-09 06:03:04,aws,i-9b767a7c,default,1431155988,228.6725
2015-05-09 16:03:06,aws,i-b3aca054,default,1431191929,230.2768
2015-05-10 04:02:59,aws,i-17dbd4f0,default,1431235244,288.3906
