Benchmark Start Time,Provider Name,Provider VM Id,VM Role,Time,Value
2015-05-07 20:47:56,aws,i-38f4f7df,default,1431031694,16.8162
2015-05-08 20:27:19,aws,i-93d0dd74,default,1431116857,16.785
2015-05-09 02:47:56,aws,i-c844482f,default,1431139693,16.7866
2015-05-09 08:50:10,aws,i-09272bee,default,1431161428,16.7799
2015-05-09 10:50:25,aws,i-d3c2ce34,default,1431168642,16.7875
2015-05-08 00:47:45,aws,i-f1404216,default,1431046082,16.8259
2015-05-08 04:47:55,aws,i-e904060e,default,1431060492,16.825
2015-05-08 16:48:12,aws,i-031b16e4,default,1431103709,16.7774
2015-05-10 04:47:43,aws,i-e8ece30f,default,1431233280,16.7926
2015-05-10 18:48:07,aws,i-8c37396b,default,1431283705,16.7826
2015-05-10 22:50:15,aws,i-5efef0b9,default,1431298232,16.8149
2015-05-07 19:35:18,aws,i-c0e0e327,default,1431027335,16.7931
2015-05-08 02:47:50,aws,i-86636161,default,1431053287,16.8081
2015-05-08 08:48:05,aws,i-74e7e593,default,1431074902,16.8274
2015-05-08 12:48:09,aws,i-db4c413c,default,1431089306,16.8288
2015-05-08 20:48:30,aws,i-2be9e4cc,default,1431118127,16.8269
2015-05-09 10:49:19,aws,i-b6c0cc51,default,1431168576,16.8512
2015-05-10 10:48:20,aws,i-b74c4250,default,1431254917,16.8177
2015-05-10 16:47:56,aws,i-23121cc4,default,1431276493,16.7782
2015-05-10 20:47:50,aws,i-55d8d6b2,default,1431290887,16.7801
2015-05-07 22:48:28,aws,i-2a999acd,default,1431038925,16.7863
2015-05-08 06:52:33,aws,i-f7353710,default,1431067970,16.7854
2015-05-08 14:48:05,aws,i-92626f75,default,1431096502,16.7726
2015-05-08 21:08:56,aws,i-c3e6eb24,default,1431119353,16.8437
2015-05-08 22:08:32,aws,i-32f1fcd5,default,1431122930,16.7838
2015-05-09 22:50:40,aws,i-aa0e014d,default,1431211857,16.7795
2015-05-10 06:59:37,aws,i-95868972,default,1431241193,16.8357
2015-05-10 14:48:00,aws,i-12727cf5,default,1431269297,16.7844
2015-05-11 16:50:37,aws,i-38545cdf,default,1431363054,16.7665
2015-05-08 18:48:07,aws,i-8f333e68,default,1431110905,16.7989
2015-05-10 00:47:58,aws,i-402d22a7,default,1431218895,16.7926
2015-05-10 02:48:06,aws,i-6eccc389,default,1431226103,16.8158
2015-05-10 10:55:49,aws,i-c74a4420,default,1431255366,16.8304
2015-05-10 12:50:25,aws,i-84505e63,default,1431262242,16.8029
2015-05-11 00:47:50,aws,i-71828c96,default,1431305288,16.8187
2015-05-11 18:47:57,aws,i-c0767e27,default,1431370094,16.7934
2015-05-08 22:50:28,aws,i-a18b8646,default,1431125445,16.7722
2015-05-09 16:47:59,aws,i-35a5a9d2,default,1431190096,16.7814
2015-05-09 18:47:49,aws,i-3e4649d9,default,1431197287,16.8163
2015-05-10 08:47:53,aws,i-09aca3ee,default,1431247690,16.7734
2015-05-11 02:48:02,aws,i-c5a3ad22,default,1431312500,16.8005
2015-05-08 10:50:44,aws,i-7e9a9899,default,1431082261,16.7801
2015-05-09 00:48:12,aws,i-68aba68f,default,1431132509,16.8554
2015-05-09 04:47:51,aws,i-596a66be,default,1431146889,16.789
2015-05-09 12:48:04,aws,i-e3e0ec04,default,1431175701,16.7825
2015-05-09 14:48:08,aws,i-588488bf,default,1431182905,16.8437
2015-05-09 20:47:50,aws,i-806d6267,default,1431204488,16.7911
2015-05-11 04:50:10,aws,i-44444da3,default,1431319827,16.7787
2015-05-11 12:50:31,aws,i-aff4fd48,default,1431348648,16.7817
