Benchmark Start Time,Provider Name,Provider VM Id,VM Role,Time,Value
2015-05-04 10:18:32,aws,i-cba59f2c,default,1430735463,1.5853
2015-05-06 00:22:51,aws,i-c39c9b24,default,1430872593,1.8124
2015-05-04 00:18:58,aws,i-97635970,default,1430699548,4.2552
2015-05-04 04:18:08,aws,i-c0241e27,default,1430713879,1.5063
2015-05-05 00:18:26,aws,i-2da0a5ca,default,1430785888,1.6224
2015-05-06 02:18:53,aws,i-264741c1,default,1430879547,1.8931
2015-05-06 04:35:58,aws,i-456365a2,default,1430887764,1.7448
2015-05-04 08:18:18,aws,i-8dccf66a,default,1430728298,1.6279
2015-05-05 04:21:12,aws,i-2d6f6bca,default,1430800461,1.3958
2015-05-05 14:21:36,aws,i-1c5453fb,default,1430836549,1.3254
2015-05-05 18:22:24,aws,i-ff2e2918,default,1430850978,3.4349
2015-05-05 22:21:58,aws,i-bef3f459,default,1430865300,16.393
2015-05-04 12:18:00,aws,i-8c40456b,default,1430742703,1.0703
2015-05-04 14:18:20,aws,i-ea77720d,default,1430749898,1.4936
2015-05-05 02:21:43,aws,i-ba43475d,default,1430793299,2.0078
2015-05-05 06:20:49,aws,i-341c18d3,default,1430807648,1.9765
2015-05-05 08:18:28,aws,i-93c0c474,default,1430814767,1.0349
2015-05-05 10:20:24,aws,i-13f0f4f4,default,1430821996,3.2369
2015-05-04 02:17:58,aws,i-bc467c5b,default,1430706680,2.7239
2015-05-04 06:18:12,aws,i-eff0ca08,default,1430721080,2.6432
2015-05-03 22:19:19,aws,i-bd82b95a,default,1430692380,1.6276
2015-05-04 16:18:37,aws,i-a11c1946,default,1430757133,1.1927
2015-05-04 20:20:24,aws,i-d7e5e030,default,1430771630,1.526
2015-05-04 22:21:19,aws,i-df878238,default,1430778883,4.1927
2015-05-03 18:50:55,aws,i-7eb98299,default,1430679864,1.5911
2015-05-04 18:18:23,aws,i-b4383d53,default,1430764319,1.7422
2015-05-05 12:21:47,aws,i-d6a0a431,default,1430829419,1.0807
2015-05-05 16:21:08,aws,i-cc03042b,default,1430843721,1.6589
2015-05-05 20:18:14,aws,i-a9c9ce4e,default,1430857856,4.5156
2015-05-06 14:21:28,aws,i-b863625f,default,1430922936,1.5311
2015-05-06 14:52:16,aws,i-ed6e6f0a,default,1430924730,1.4999
2015-05-06 16:21:03,aws,i-551213b2,default,1430930077,1.6639
2015-05-06 18:20:53,aws,i-40c1c0a7,default,1430937283,1.2266
2015-05-06 20:22:40,aws,i-bde9e85a,default,1430944662,15.085
2015-05-06 22:21:05,aws,i-7a91909d,default,1430951676,1.6978
2015-05-07 08:20:53,aws,i-fed8d819,default,1430987768,1.3333
2015-05-07 18:20:28,aws,i-31cfccd6,default,1431023681,3.1692
2015-05-07 10:20:39,aws,i-92888875,default,1430994831,18.83
2015-05-07 16:20:43,aws,i-072320e0,default,1431016459,1.7134
2015-05-07 06:20:17,aws,i-202424c7,default,1430980441,12.693
2015-05-07 00:20:03,aws,i-d5b3b232,default,1430958760,25.525
2015-05-07 02:18:00,aws,i-82565665,default,1430965879,1.5807
2015-05-07 04:20:45,aws,i-0d7676ea,default,1430973236,21.356
2015-05-07 12:18:07,aws,i-06b6b6e1,default,1431001825,22.454
2015-05-07 14:20:37,aws,i-e7686b00,default,1431009279,1.5562
2015-05-07 22:17:58,aws,i-71909396,default,1431037879,1.8928
2015-05-08 04:20:36,aws,i-ed7c7e0a,default,1431059631,1.1302
2015-05-07 20:20:26,aws,i-0becefec,default,1431030845,11.719
2015-05-08 00:23:54,aws,i-a0bab947,default,1431045554,1.5186
2015-05-08 02:17:59,aws,i-73585a94,default,1431052252,23.653
