Benchmark Start Time,Provider Name,Provider VM Id,VM Role,Time,Value
2015-05-08 10:18:06,aws,i-008b89e7,default,1431080300,14.0489
2015-05-08 21:11:04,aws,i-90e7ea77,default,1431119478,14.0769
2015-05-09 08:17:48,aws,i-b0282457,default,1431159482,14.0694
2015-05-09 12:17:45,aws,i-a8efe34f,default,1431173880,14.0983
2015-05-10 04:17:44,aws,i-58d3dcbf,default,1431231479,14.0411
2015-05-10 14:18:02,aws,i-b37b7554,default,1431267496,14.0771
2015-05-08 16:17:47,aws,i-46020fa1,default,1431101881,14.0662
2015-05-09 02:17:43,aws,i-ca4c402d,default,1431137877,14.1047
2015-05-11 10:17:55,aws,i-47cfc6a0,default,1431339489,14.0876
2015-05-09 04:17:49,aws,i-f96d611e,default,1431145083,14.0738
2015-05-09 10:44:40,aws,i-dcc7cb3b,default,1431168294,14.1368
2015-05-10 20:18:06,aws,i-f2ded015,default,1431289100,14.1295
2015-05-11 02:17:50,aws,i-73a8a694,default,1431310684,14.0653
2015-05-10 08:17:50,aws,i-cd909f2a,default,1431245884,14.0428
2015-05-10 16:18:05,aws,i-501917b7,default,1431274699,14.0846
2015-05-08 09:53:27,aws,i-eb80820c,default,1431078822,14.0765
2015-05-08 14:17:52,aws,i-836e6364,default,1431094686,14.1288
2015-05-08 20:17:53,aws,i-d3d7da34,default,1431116287,14.0329
2015-05-09 18:17:54,aws,i-b24d4255,default,1431195488,14.0585
2015-05-09 22:18:14,aws,i-40747ba7,default,1431209908,14.0955
2015-05-10 00:17:46,aws,i-2d1619ca,default,1431217080,14.0555
2015-05-10 02:17:51,aws,i-2a323dcd,default,1431224286,14.0393
2015-05-10 06:18:02,aws,i-eaf3fc0d,default,1431238696,14.1114
2015-05-10 10:17:51,aws,i-5ab4bbbd,default,1431253085,14.0701
2015-05-10 10:55:37,aws,i-7a4c429d,default,1431255352,14.1163
2015-05-10 12:17:46,aws,i-505957b7,default,1431260281,14.0435
2015-05-08 19:00:35,aws,i-06cfc2e1,default,1431111650,14.0691
2015-05-09 06:17:56,aws,i-090d01ee,default,1431152290,14.0149
2015-05-09 10:17:46,aws,i-7ccfc39b,default,1431166680,14.0858
2015-05-10 18:17:52,aws,i-983c327f,default,1431281886,14.114
2015-05-10 22:17:56,aws,i-62e5eb85,default,1431296290,14.098
2015-05-11 00:17:47,aws,i-e6888601,default,1431303481,14.1368
2015-05-11 12:18:02,aws,i-c4faf323,default,1431346696,14.4873
2015-05-11 14:17:56,aws,i-29a8a1ce,default,1431353890,14.0948
2015-05-08 12:18:00,aws,i-2ab7b5cd,default,1431087494,14.0714
2015-05-08 18:17:53,aws,i-863b3661,default,1431109087,14.0453
2015-05-08 20:24:47,aws,i-6fd3de88,default,1431116702,14.0754
2015-05-08 22:10:47,aws,i-d8f0fd3f,default,1431123061,14.0856
2015-05-09 00:17:52,aws,i-34909dd3,default,1431130687,14.1166
2015-05-09 14:17:53,aws,i-008e82e7,default,1431181087,14.0744
2015-05-09 16:17:46,aws,i-a4aea243,default,1431188280,14.05
2015-05-10 10:33:56,aws,i-c7b0bf20,default,1431254050,14.0897
2015-05-11 04:17:50,aws,i-994c457e,default,1431317885,14.08
2015-05-11 08:18:13,aws,i-75131a92,default,1431332307,14.0703
2015-05-11 16:18:08,aws,i-6c464e8b,default,1431361103,14.1014
2015-05-08 22:17:54,aws,i-e2f2ff05,default,1431123488,14.0852
2015-05-09 20:17:39,aws,i-a3535c44,default,1431202674,14.0694
2015-05-11 07:59:51,aws,i-5a1b12bd,default,1431331205,14.1039
2015-05-11 06:17:50,aws,i-18646dff,default,1431325084,14.1466
2015-05-11 18:17:56,aws,i-5d7d75ba,default,1431368290,14.0615
