Benchmark Start Time,Provider Name,Provider VM Id,VM Role,Time,Value
2015-04-30 08:34:19,aws,i-ff536f18,default,1430388631,277.7014
2015-04-30 08:34:19,aws,i-ff536f18,default,1430388353,232.0665
2015-04-30 08:34:19,aws,i-ff536f18,default,1430388120,284.7546
2015-04-30 08:34:19,aws,i-ff536f18,default,1430387836,290.4175
2015-04-30 08:34:19,aws,i-ff536f18,default,1430387545,289.9248
2015-04-30 08:34:19,aws,i-ff536f18,default,1430387255,289.891
2015-04-30 08:34:19,aws,i-ff536f18,default,1430386965,244.7083
2015-04-30 08:34:19,aws,i-ff536f18,default,1430386720,259.908
2015-04-30 08:34:19,aws,i-ff536f18,default,1430386460,289.9141
2015-04-30 08:34:19,aws,i-ff536f18,default,1430386170,290.4039
2015-04-30 08:34:19,aws,i-ff536f18,default,1430385879,291.1797
2015-04-30 08:34:19,aws,i-ff536f18,default,1430385588,216.6134
2015-04-30 08:34:19,aws,i-ff536f18,default,1430385371,83.0942
2015-04-30 08:34:19,aws,i-ff536f18,default,1430385288,82.1001
2015-04-30 08:34:19,aws,i-ff536f18,default,1430385206,82.4723
2015-04-30 08:34:19,aws,i-ff536f18,default,1430385123,58.8879
2015-04-30 08:34:19,aws,i-ff536f18,default,1430385064,51.007
2015-04-30 08:34:19,aws,i-ff536f18,default,1430385013,50.8404
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384962,50.4951
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384911,50.8579
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384860,50.9378
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384809,32.0908
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384777,29.794
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384747,28.4107
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384718,30.4964
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384688,28.5299
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384659,29.2059
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384630,28.5969
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384601,29.2946
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384571,28.4452
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384543,29.3522
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384513,29.0203
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384484,29.5499
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384455,28.5561
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384426,30.0077
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384396,28.2347
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384367,29.3322
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384338,28.3631
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384309,29.2583
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384280,28.2784
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384251,28.61
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384222,29.907
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384192,28.8271
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384163,29.878
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384133,28.7382
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384104,29.6993
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384074,28.9014
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384045,29.9415
2015-04-30 08:34:19,aws,i-ff536f18,default,1430384015,28.9576
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383986,29.3395
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383957,28.8809
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383927,30.1863
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383897,28.8287
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383868,29.9829
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383838,28.9883
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383809,30.0894
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383778,28.9066
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383749,30.239
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383719,28.9407
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383690,30.0243
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383660,28.8682
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383631,29.473
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383601,28.9222
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383572,29.6147
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383542,29.031
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383513,29.917
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383483,28.8131
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383454,29.8551
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383424,28.8496
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383395,29.9918
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383365,28.8508
2015-04-30 08:34:19,aws,i-ff536f18,default,1430383336,29.9893
